id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
201135,leon-guwara,21,1,1,1,-,-,1.209',,
60632,theodor-gebre-selassie,31,-,1,2,1,-,2.601',,
1277,clemens-fritz,,,,,,,,,
117478,marnon-busch,29,-,2,5,-,1,2.523',,
139278,luca-zander,29,1,2,5,-,-,2.117',,
195736,florian-grillitsch,18,-,-,7,-,-,1.495',,
42033,philipp-bargfrede,18,1,2,3,-,-,1.585',,
153628,lukas-frode,29,2,-,11,-,-,2.163',,
31007,zlatko-junuzovic,15,1,4,-,-,-,558',,
93309,sambou-yatabare,27,3,-,7,-,-,1.509',,
31910,felix-kroos,,,,,,,,,
190284,maximilian-eggestein,40,3,2,4,-,-,3.064',,
117484,julian-von-haacke,3,-,-,-,-,-,44',,
220656,laszlo-kleinheisler,37,3,-,4,1,-,2.380',,
117476,levent-aycicek,31,5,4,3,-,-,1.763',,
153634,marcel-hilssner,10,1,2,2,-,-,456',,
83256,ozkan-yildirim,24,1,-,3,-,-,1.341',,
168543,levin-oztunali,24,-,1,1,-,-,873',,
36207,fin-bartels,29,5,2,3,-,-,2.310',,
74996,izet-hajrovic,11,-,-,-,-,-,157',,
143121,melvyn-lorenzen,,,,,,,,,
142281,anthony-ujah,3,-,-,-,-,-,32',,
119169,aron-johannsson,25,10,4,10,-,-,1.660',,
532,claudio-pizarro,,,,,,,,,
1784,rene-adler,,,,,,,,,
12864,jaroslav-drobny,,,,,,,,,
44607,tom-mickel,-,-,,-,-,-,-,-,-
167189,andreas-hirzel,11,-,,1,-,-,990',15,3
94226,tino-dehmelt,,,,,,,,,
34561,johan-djourou,,,,,,,,,
226009,cleber-reis,,,,,,,,,
247661,gideon-jung,7,1,-,-,-,-,320',,
25812,emir-spahic,,,,,,,,,
159265,kerim-carolus,23,-,1,2,-,-,1.503',,
53669,matthias-ostrzolek,24,-,-,3,-,-,1.469',,
103310,gotoku-sakai,44,2,5,3,-,-,3.703',,
42044,dennis-diekmeier,25,1,2,9,-,-,1.810',,
49275,albin-ekdal,27,1,-,10,1,-,1.705',,
83895,marcelo-diaz,22,-,1,3,-,-,1.534',,
28683,gojko-kacar,,,,,,,,,
224499,dren-feka,24,-,-,4,-,-,1.751',,
55508,lewis-holtby,24,1,5,5,-,-,1.650',,
125858,kerem-demirbay,36,3,7,11,-,1,2.587',,
39426,nicolai-muller,19,1,1,-,-,-,867',,
61591,zoltan-stieber,27,2,5,4,-,-,1.467',,
209686,ahmet-arslan,9,3,2,3,-,-,383',,
241307,finn-porath,27,3,2,3,-,-,1.657',,
30308,ivo-ilicevic,,,,,,,,,
124083,ashton-gotz,23,5,1,-,-,-,1.738',,
196570,philipp-muller,21,4,6,2,-,-,1.124',,
73013,pierre-michel-lasogga,5,2,1,-,1,-,184',,
120205,michael-gregoritsch,28,9,1,4,-,-,1.541',,
52530,sven-schipplock,16,3,2,4,-,-,926',,
103547,artjoms-rudnevs,,,,,,,,,
93184,nabil-bahoui,27,12,3,4,-,-,1.895',,
7427,ivica-olic,,,,,,,,,
216597,batuhan-altintas,25,3,-,5,-,-,1.003',,
21726,philipp-tschauner,1,-,,-,-,-,3',-,1
217718,timo-konigsmann,35,-,,2,-,-,3.150',37,7
77563,samuel-sahin-radlinger,36,-,,3,-,1,3.230',56,6
126534,salif-sane,11,-,-,1,-,-,427',,
52920,marcelo,24,3,-,7,-,-,2.046',,
85164,andre-hoffmann,20,1,-,2,-,-,1.636',,
1586,christian-schulz,-,-,-,-,-,-,-,,
171376,alexander-milosevic,16,2,1,5,-,-,1.396',,
68815,felipe-trevizan,,,,,,,,,
193004,waldemar-anton,30,2,1,5,-,1,2.608',,
235371,fynn-arkenberg,31,2,1,6,-,-,2.694',,
75852,miiko-albornoz,15,1,1,6,-,-,1.166',,
55114,oliver-sorg,,,,,,,,,
83002,hiroki-sakai,30,-,3,4,-,-,2.388',,
193900,marius-wolf,35,3,2,4,-,-,1.629',,
92453,vladimir-rankovic,17,-,-,2,-,-,841',,
41507,manuel-schmiedebach,4,-,-,-,-,-,324',,
118492,hotaru-yamaguchi,45,2,5,1,-,-,3.708',,
37216,ceyhun-gulselam,24,1,2,8,-,-,1.361',,
119555,maurice-hirsch,,,,,,,,,
60028,edgar-prib,19,-,1,5,-,1,1.102',,
226450,iver-fossum,34,11,8,2,-,1,2.820',,
22837,leon-andreasen,,,,,,,,,
170516,tim-dierssen,11,1,-,4,-,-,924',,
193006,mike-steven-bahre,12,-,1,2,-,-,776',,
297202,niklas-feierabend,,,,,,,,,
86175,hiroshi-kiyotake,34,3,6,1,-,-,1.957',,
119557,kenan-karaman,33,2,2,1,-,-,1.629',,
89591,felix-klaus,25,1,6,2,-,-,1.416',,
94939,uffe-bech,,,,,,,,,
283001,noah-joel-sarenren-bazee,18,3,2,3,-,-,492',,
38360,mevlut-erdinc,11,1,-,-,-,-,321',,
75640,artur-sobiech,15,1,-,1,-,-,338',,
66783,charlison-benschop,26,-,1,3,-,-,1.204',,
9824,hugo-almeida,,,,,,,,,
193050,valmir-sulejmani,20,2,-,1,-,-,549',,
16498,ramazan-ozcan,,,,,,,,,
196826,christian-ortag,19,-,,-,-,-,1.710',7,13
52348,benjamin-hubner,6,1,-,2,-,-,393',,
179634,robert-bauer,23,1,-,4,-,1,1.920',,
17025,marvin-matip,,,,,,,,,
43257,romain-bregerie,,,,,,,,,
320889,thomas-blomeyer,,,,,,,,,
154396,danilo-soares,34,-,1,4,-,-,2.876',,
42318,konstantin-engel,25,1,-,6,-,-,1.913',,
85906,danny-da-costa,14,-,-,2,-,-,916',,
31216,tobias-levels,,,,,,,,,
192300,max-christiansen,27,-,-,5,-,-,2.054',,
56435,roger,,,,,,,,,
94598,stefan-wannenwetsch,,,,,,,,,
58500,alfredo-morales,31,1,2,10,1,-,2.424',,
56711,almog-cohen,5,-,-,1,-,1,363',,
126214,mathew-leckie,25,9,4,4,-,-,1.964',,
257767,aloy-ihenacho,20,10,-,-,-,-,1.742',,
116792,stefan-lex,42,10,18,6,-,-,3.047',,
131561,thomas-pledl,6,-,-,-,-,-,134',,
187496,maurice-multhaup,34,7,3,2,-,-,2.429',,
80031,dario-lezcano,7,-,-,-,-,-,386',,
59054,lukas-hinterseer,16,-,2,-,-,-,1.032',,
42952,moritz-hartmann,1,-,-,-,-,-,70',,
38746,tomas-pekhart,45,10,1,9,-,-,2.551',,
82361,christian-mathenia,33,-,,3,-,-,2.970',47,11
32273,lukasz-zaluska,,,,,,,,,
1743,patrick-platins,,,,,,,,,
88680,luca-caldirola,28,-,-,6,-,1,2.256',,
11765,aytac-sulu,,,,,,,,,
35934,slobodan-rajkovic,16,2,-,4,-,-,1.372',,
33078,florian-jungwirth,16,-,-,3,-,-,1.128',,
35383,junior-diaz,,,,,,,,,
31123,benjamin-gorka,,,,,,,,,
335635,jan-finger,,,,,,,,,
45668,konstantin-rausch,5,-,-,-,-,-,120',,
54846,fabian-holland,35,3,4,2,-,-,3.179',,
16628,michael-stegmayer,,,,,,,,,
2926,gyorgy-garics,,,,,,,,,
77108,jerome-gondorf,34,1,1,10,-,-,3.000',,
4691,peter-niemeyer,,,,,,,,,
40456,sandro-sirigu,,,,,,,,,
49737,yannick-stark,35,-,1,6,-,-,2.699',,
42072,tobias-kempe,30,6,12,5,-,-,2.386',,
32207,marcel-heller,14,1,4,4,1,-,1.112',,
21039,milan-ivana,,,,,,,,,
335646,nick-volk,24,2,3,1,-,-,1.766',,
335633,noel-wembacher,26,4,4,1,-,-,2.189',,
335636,ali-kazimi,19,2,2,-,-,-,622',,
31173,jan-rosenthal,,,,,,,,,
18277,marco-sailer,,,,,,,,,
39743,sandro-wagner,,,,,,,,,
19736,dominik-stroh-engel,32,17,1,6,-,-,2.524',,
196427,leo-weinkauf,35,-,,1,-,1,3.083',60,8
330635,felix-gotze,25,2,3,2,-,-,1.360',,
156990,marco-friedl,28,4,3,10,-,-,2.463',,
31741,nicolas-feldhahn,26,1,-,3,1,1,1.839',,
251302,niklas-dorsch,31,1,1,8,-,-,2.417',,
170521,erdal-ozturk,38,8,2,6,1,-,2.867',,
330699,raphael-obermair,40,3,9,2,-,-,3.417',,
99922,marc-bartra,32,2,-,6,-,-,2.827',,
170986,raphael-guerreiro,28,5,4,1,-,-,2.166',,
251295,dzenis-burnic,29,-,1,4,-,-,1.569',,
293281,jacob-bruun-larsen,28,5,2,1,-,-,943',,
288230,ousmane-dembele,32,2,13,4,-,-,1.942',,
283223,emre-mor,29,6,4,6,-,-,1.879',,
349066,alexander-isak,41,10,3,7,-,-,2.761',,
85543,niklas-lomb,-,-,,-,-,-,-,-,-
202659,andrejs-ciganiks,35,2,2,3,-,-,2.416',,
149265,paterson-chato,28,-,1,7,1,-,2.095',,
327542,atakan-akkaynak,26,-,-,4,1,-,1.185',,
173491,joel-pohjanpalo,36,16,1,-,-,-,2.142',,
170514,marc-brasnic,32,32,10,3,-,-,2.461',,
196829,timon-wellenreuther,32,-,,4,-,-,2.880',55,6
265176,phil-neumann,31,1,3,7,-,-,2.489',,
71905,coke,8,1,-,1,-,-,227',,
265159,joshua-bitter,2,-,-,1,-,-,179',,
127160,benjamin-stambouli,36,2,4,4,-,-,2.611',,
332697,weston-mckennie,29,4,-,1,-,-,1.966',,
58949,yevgen-konoplyanka,12,-,-,1,-,-,579',,
196227,donis-avdijaj,21,5,2,6,-,-,1.664',,
422380,bernard-tekpetey,38,10,12,10,-,-,2.160',,
237662,breel-embolo,31,11,6,4,-,-,2.283',,
49239,guido-burgstaller,35,20,9,4,-,-,3.102',,
315291,haji-wright,35,15,2,2,-,-,2.069',,
94192,patrick-drewes,34,-,,2,-,-,3.060',55,6
284346,phillip-menzel,30,-,,1,-,1,2.660',55,4
88721,jeffrey-bruma,15,-,-,2,-,-,1.327',,
216443,riechedly-bazoer,45,2,4,14,-,-,3.478',,
158049,hendrik-hansen,-,-,-,-,-,-,-,,
280589,robin-ziegele,29,2,-,7,-,-,2.492',,
296378,luca-itter,25,-,1,3,-,-,1.518',,
207580,amara-conde,41,5,6,2,-,-,3.506',,
207590,justin-mobius,20,1,1,2,-,-,1.321',,
148955,paul-georges-ntep,19,1,1,1,-,-,571',,
293169,josip-brekalo,35,8,3,1,-,-,2.428',,
29835,jakub-blaszczykowski,2,-,-,-,-,-,56',,
13979,ashkan-dejagah,3,-,-,1,-,-,170',,
6288,mario-gomez,,,,,,,,,
298976,borja-mayoral,29,7,2,3,-,-,1.294',,
401923,victor-osimhen,32,18,6,5,-,1,2.310',,
57071,peter-gulacsi,49,-,,1,-,-,4.437',57,15
118161,marius-muller,30,-,,2,-,-,2.730',51,6
10250,fabio-coltorti,,,,,,,,,
59800,benjamin-bellot,41,-,,-,-,-,3.720',48,12
93740,willi-orban,44,4,2,4,-,-,3.892',,
344695,dayot-upamecano,38,1,6,8,-,-,3.014',,
70243,marcel-halstenberg,15,1,-,1,-,1,704',,
215599,lukas-klostermann,37,-,2,2,-,-,2.718',,
149516,atinc-nukan,22,3,1,4,-,-,1.994',,
9340,marvin-compper,,,,,,,,,
58995,anthony-jung,30,2,2,7,-,-,2.519',,
288348,dominik-franke,28,-,3,7,-,-,2.234',,
160968,benno-schmitz,33,-,5,5,-,-,2.607',,
196822,ken-gipson,35,-,-,10,-,-,2.962',,
237113,john-patrick-strauss,33,-,2,4,-,-,2.561',,
82070,diego-demme,25,1,-,5,-,-,1.039',,
40074,stefan-ilsanker,14,-,-,1,-,-,286',,
124410,rani-khedira,45,-,1,10,-,-,3.835',,
106987,marcel-sabitzer,32,1,1,2,-,-,1.077',,
52200,dominik-kaiser,31,2,1,4,-,-,2.041',,
199268,zsolt-kalmar,,,,,,,,,
111078,emil-forsberg,46,11,4,3,-,-,2.364',,
146096,federico-palacios,14,2,1,1,-,-,536',,
293063,kamil-wojtkowski,27,1,2,6,-,-,1.209',,
111376,massimo-bruno,29,6,7,-,-,-,1.976',,
157635,yussuf-poulsen,37,7,3,3,-,-,1.475',,
178459,davie-selke,28,5,-,1,-,-,1.167',,
94559,nils-quaschner,,,,,,,,,
284270,moritz-nicolas,34,-,,2,-,-,3.090',50,11
84085,timothee-kolodziejczak,33,2,4,4,-,1,2.840',,
340480,mamadou-doucoure,5,-,-,-,-,-,259',,
188010,nils-rutten,,,,,,,,,
243188,laszlo-benes,14,-,1,-,-,-,311',,
253574,tsiy-ndenge,8,-,-,-,-,-,414',,
227974,ba-muaka-simakala,33,8,3,6,1,-,1.841',,
315256,mike-feigenspan,25,4,2,1,-,-,1.282',,
401717,julio-villalba,21,-,2,3,-,-,805',,
257814,gregor-kobel,40,-,,-,-,-,3.555',61,11
160241,kevin-akpoguma,29,2,4,7,-,-,1.788',,
223974,stefan-posch,31,2,-,5,-,-,2.428',,
185427,nicolai-rapp,29,2,2,7,-,-,1.716',,
251309,dennis-geiger,22,2,2,7,-,-,1.551',,
67869,marco-terrazzino,22,4,1,4,-,-,1.068',,
160668,antonio-colak,38,11,2,2,-,-,2.204',,
292269,in-hyeok-park,45,8,-,5,-,-,2.683',,
168797,sven-muller,7,-,,-,-,-,630',10,2
104267,matthias-hamrol,20,-,,-,-,-,1.800',20,9
63482,sven-bacher,,,,,,,,,
331575,birk-risa,34,-,1,5,-,-,2.741',,
244940,salih-ozcan,34,2,1,5,-,-,2.528',,
244930,hikmet-ciftci,22,1,1,5,-,-,1.351',,
270541,serhou-guirassy,48,12,3,1,-,-,1.553',,
284769,florian-muller,30,-,,-,-,-,2.700',52,4
196791,lukas-watkowiak,8,-,,-,-,-,750',10,3
282169,marin-sverko,25,-,-,1,-,-,1.089',,
165012,jose-rodriguez,45,-,3,9,-,-,3.094',,
152241,besar-halimi,5,-,-,2,-,-,133',,
190289,gerrit-holtmann,33,5,7,-,-,-,2.172',,
206542,robin-quaison,22,7,1,2,1,-,1.588',,
187499,aaron-seydel,21,6,-,1,-,-,744',,
123189,mounir-bouziane,14,4,-,-,-,-,796',,
227110,jordan-torunarigha,22,-,1,4,-,-,1.695',,
93818,marcus-mlynikowski,23,2,-,1,-,-,1.363',,
296345,florian-baak,19,2,-,5,1,-,971',,
385271,allan,53,-,2,17,-,1,4.386',,
296397,arne-maier,30,1,8,-,-,-,1.989',,
317735,julius-kade,32,3,2,2,1,-,2.194',,
300508,palko-dardai,38,7,9,3,-,-,2.654',,
93758,lamine-sane,,,,,,,,,
5017,niklas-moisander,20,1,1,2,-,-,1.524',,
82389,fallou-diagne,30,2,-,5,-,-,2.441',,
82110,thanos-petsos,42,2,1,7,-,-,3.097',,
91849,thomas-delaney,37,2,1,6,2,-,2.040',,
275249,niklas-schmidt,26,2,6,2,-,-,1.339',,
106270,florian-kainz,34,4,7,3,1,-,2.435',,
23553,lennart-thy,36,5,2,1,-,-,2.484',,
50782,justin-eilers,12,-,-,-,-,-,314',,
273824,ousman-manneh,,,,,,,,,
251303,johannes-eggestein,26,-,4,-,-,-,683',,
93763,alexander-schwolow,28,-,,1,-,-,2.446',55,6
78339,rafal-gikiewicz,36,-,,-,-,-,3.270',60,9
2154,patric-klandt,5,-,,-,-,-,450',4,3
160938,marc-oliver-kempf,28,3,1,3,-,1,2.236',,
45683,manuel-gulde,25,-,-,2,-,-,1.545',,
38266,marc-torrejon,,,,,,,,,
124507,fabian-menig,14,1,2,1,-,-,1.260',,
93707,christian-gunter,40,2,10,5,-,-,3.690',,
192169,jonas-fohrenbach,26,-,1,4,-,-,1.980',,
152733,onur-bulut,41,1,8,5,1,-,3.399',,
93604,lukas-kubler,33,2,-,5,-,-,2.743',,
55099,nicolas-hofler,35,3,7,6,-,-,3.113',,
66005,amir-abrashi,19,-,1,6,1,-,965',,
30942,mike-frantz,9,-,-,-,-,-,243',,
107574,jonas-meffert,39,1,4,8,-,-,3.508',,
29865,julian-schuster,,,,,,,,,
190269,caleb-stanko,20,-,2,4,-,-,1.660',,
177779,janik-haberer,30,3,-,1,-,-,930',,
280387,vincent-sierro,46,8,1,10,-,-,2.379',,
168741,lucas-hufnagel,35,7,-,5,-,-,3.033',,
190831,mats-moller-daehli,35,2,7,2,-,-,3.015',,
124517,sebastian-kerk,34,11,5,2,-,-,2.604',,
185077,vincenzo-grifo,40,13,8,1,-,-,3.315',,
218011,florian-kath,22,3,-,3,-,-,1.109',,
143891,maximilian-philipp,25,1,4,3,-,-,1.143',,
42936,nils-petersen,27,7,1,-,-,-,813',,
193033,tim-kleindienst,31,10,2,8,-,-,2.564',,
136181,havard-nielsen,26,2,-,2,-,-,1.366',,
10885,karim-guede,,,,,,,,,
229176,fabian-schleusener,38,8,2,1,-,-,1.729',,
93698,amir-falahen,32,2,-,1,-,-,1.432',,
124352,oliver-oschkenat,23,-,-,8,-,-,1.766',,
220793,douglas-santos,37,1,5,1,-,-,3.065',,
288067,mats-kohlert,34,3,1,2,-,-,2.563',,
270027,frank-ronstadt,14,-,-,3,-,-,484',,
323954,walace,38,1,-,6,-,1,3.141',,
192294,mohamed-gouaida,15,4,-,1,1,-,847',,
265254,vasilije-janjicic,17,1,-,4,-,-,1.084',,
226074,alen-halilovic,14,1,2,2,-,-,886',,
415194,bakery-jatta,41,3,10,5,-,-,2.969',,
72519,bobby-wood,14,3,1,-,-,-,990',,
283474,leon-batge,38,-,,-,-,-,3.420',40,12
234625,andersson-ordonez,25,3,-,6,-,-,2.082',,
315437,furkan-zorba,-,-,-,-,-,-,-,,
328791,miguel-blanco-lopez,2,-,-,-,-,-,120',,
379960,noel-knothe,21,1,-,7,2,1,1.665',,
60761,taleb-tawatha,6,-,-,1,-,-,216',,
482163,deji-beyreuther,9,-,1,2,-,-,601',,
142031,omar-mascarell,32,-,-,6,-,-,2.506',,
315332,aymen-barkok,7,-,-,1,-,-,238',,
207578,max-besuschkow,35,6,4,4,-,-,3.051',,
187587,ante-rebic,29,3,2,3,-,-,1.106',,
41541,danny-blum,14,2,-,-,-,-,358',,
41323,andreas-luthe,34,-,,3,-,-,3.060',49,9
81698,georg-teigl,23,3,-,-,-,-,1.593',,
161079,julian-gunther-schmidt,38,11,7,7,-,-,2.771',,
111881,takashi-usami,8,-,1,-,-,-,600',,
45601,martin-hansen,13,-,,1,-,-,1.046',18,4
248349,fabijan-buntic,20,-,,-,-,-,1.713',39,4
170463,marcel-tisserand,27,-,-,3,1,-,2.051',,
154147,hauke-wahl,20,-,-,1,-,-,1.830',,
217259,giuseppe-leo,,,,,,,,,
296689,lukas-gerlspeck,39,2,1,5,-,-,3.221',,
192265,kerem-bulbul,1,-,-,-,-,-,45',,
427291,patrick-sussek,21,2,1,1,-,1,1.467',,
119120,robert-leipertz,33,6,6,3,-,-,1.660',,
61989,michael-esser,4,-,,-,-,-,389',9,-
84993,daniel-heuer-fernandes,34,-,,-,-,-,3.150',40,8
181763,igor-berezovskyi,,,,,,,,,
77920,immanuel-hohn,24,3,-,5,-,-,1.781',,
186557,patrick-banggaard,,,,,,,,,
381128,can-luka-aydogan,,,,,,,,,
317753,silas-zehnder,16,-,2,3,-,-,789',,
58000,artem-fedetskyi,,,,,,,,,
16726,markus-steinhofer,,,,,,,,,
381134,johannes-wolff,,,,,,,,,
55512,wilson-kamavuaka,7,1,-,2,-,-,372',,
381137,liam-fisch,8,2,1,1,-,-,668',,
1792,hamit-altintop,,,,,,,,,
381132,daniel-thur,26,10,6,-,-,-,2.250',,
57895,denys-oliynyk,17,4,1,3,-,-,1.107',,
35852,victor-obinna,,,,,,,,,
80672,roman-bezjak,14,1,-,2,-,-,705',,
103064,terrence-boyd,34,16,1,4,-,1,2.768',,
336307,christian-fruchtl,8,-,,1,-,-,639',11,2
317444,ron-thorben-hoffmann,25,-,,-,-,-,2.250',34,8
345780,lukas-mai,17,-,-,1,-,-,940',,
379989,jonathan-meier,20,-,-,1,-,-,770',,
190393,corentin-tolisso,22,3,3,-,-,-,1.069',,
310662,timothy-tillman,30,1,3,3,-,-,2.125',,
336331,franck-evina,15,-,-,1,-,-,609',,
154819,kwasi-wriedt,34,7,3,4,-,-,2.070',,
296429,manuel-wintzheimer,31,2,1,3,-,-,816',,
238722,dominik-reimann,40,-,,1,-,-,3.512',41,15
284730,manuel-akanji,36,1,-,3,-,-,3.030',,
344598,dan-axel-zagadou,22,-,-,4,-,-,1.354',,
366930,sergio-gomez,49,7,15,4,-,-,4.207',,
342967,jan-niklas-beste,28,5,6,7,-,-,2.199',,
147051,yvon-mvogo,11,-,,-,-,-,990',13,3
251322,philipp-kohn,41,-,,1,-,-,3.720',35,16
388026,niclas-stierlin,40,-,2,6,-,-,2.689',,
223967,konrad-laimer,43,5,6,3,-,-,2.435',,
139396,bruma,46,10,4,2,-,-,1.718',,
264956,jean-kevin-augustin,12,-,-,1,-,-,300',,
193782,lucas-alario,33,7,-,3,-,-,996',,
19114,michael-langer,2,-,,-,-,-,180',3,1
171362,pablo-insua,23,-,2,5,-,-,1.883',,
372711,amine-harit,34,5,4,4,-,-,1.690',,
205940,marko-pjaca,26,3,-,-,-,-,1.242',,
207597,cedric-teuchert,26,2,3,2,-,1,998',,
411287,justin-hoogma,18,-,-,2,-,-,1.332',,
278459,simon-lorenz,28,1,-,4,-,-,2.187',,
296188,alexander-rossipal,32,5,2,3,-,-,2.425',,
263118,johannes-buhler,-,-,-,-,-,-,-,,
234385,maximilian-waack,29,4,7,3,-,-,1.959',,
284010,robin-hack,32,-,3,2,-,-,1.438',,
282180,nicolas-wahling,37,7,2,7,-,-,1.741',,
284047,meris-skenderovic,38,19,11,1,-,-,2.079',,
122676,robert-zulj,27,5,10,3,-,-,2.027',,
362184,david-otto,23,3,3,3,-,1,1.097',,
331634,florian-mayer,,,,,,,,,
403898,jordan-beyer,18,-,1,5,-,-,1.437',,
258917,mandela-egbo,11,-,3,-,-,-,668',,
276567,justin-hoffmanns,34,3,3,13,-,-,2.837',,
334526,denis-zakaria,31,3,2,6,-,-,2.351',,
330269,marcel-benger,11,-,-,3,-,-,706',,
344600,michael-cuisance,15,1,1,2,-,-,985',,
276566,aaron-herzog,9,1,2,1,-,-,663',,
187383,kwame-yeboah,,,,,,,,,
278343,felix-uduokhai,15,-,-,1,-,-,919',,
284248,paul-jaeckel,32,-,-,6,1,-,2.555',,
341710,william,,,,,,,,,
58874,ignacio-camacho,,,,,,,,,
280575,elvis-rexhbecaj,36,-,2,5,-,-,2.975',,
194638,renato-steffen,26,2,2,9,-,-,1.274',,
311489,landry-dimata,19,-,-,-,-,-,625',,
76158,alexander-meyer,32,-,,1,-,-,2.910',45,8
353366,benjamin-pavard,36,-,2,2,-,1,2.935',,
129358,marcin-kaminski,33,2,2,5,-,-,2.970',,
270164,alexander-groiss,24,-,-,-,-,-,862',,
283863,ailton,10,1,-,-,-,-,593',,
31182,andreas-beck,35,1,2,6,-,-,2.737',,
423436,santiago-ascacibar,31,-,1,6,-,-,2.633',,
262597,ebenezer-ofori,16,-,-,4,-,-,1.113',,
249952,berkay-ozcan,36,3,1,1,-,-,2.588',,
289592,orel-mangala,29,1,4,4,-,-,1.952',,
192637,anto-grgic,32,7,7,8,-,-,2.659',,
259135,nicolas-sessa,18,-,-,1,-,-,757',,
182711,carlos-mane,37,2,-,2,-,-,1.430',,
247459,chadrac-akolo,38,10,-,2,-,-,1.828',,
243606,anastasios-donis,16,1,-,-,-,1,538',,
36284,simon-terodde,32,30,5,4,-,-,2.736',,
94637,pascal-breier,14,5,1,-,-,-,532',,
334992,jonathan-klinsmann,5,-,,-,-,-,450',5,2
342966,dennis-smarsch,9,-,,-,-,-,840',11,3
182579,karim-rekik,26,-,2,3,-,-,1.555',,
282658,sidney-friede,,,,,,,,,
335479,maurice-covic,31,6,7,2,-,-,2.416',,
10917,jan-zimmermann,,,,,,,,,
256866,carlos-salcedo,32,3,-,8,-,1,2.705',,
170927,simon-falette,16,1,1,4,-,-,1.159',,
31067,jonathan-de-guzman,25,-,2,-,-,-,1.684',,
20081,gelson-fernandes,,,,,,,,,
419255,marijan-cavar,27,1,1,6,-,-,1.598',,
342100,sahverdi-cetin,21,2,-,2,-,-,963',,
326399,nelson-mandela-mbouhom,,,,,,,,,
16922,kevin-prince-boateng,21,-,-,10,-,-,858',,
356141,daichi-kamada,46,9,4,-,-,-,3.341',,
257462,luka-jovic,19,1,3,2,-,-,549',,
260053,jiri-pavlenka,23,-,,-,-,-,2.070',26,5
335997,luca-plogmann,9,-,,-,-,-,810',7,3
233420,jesper-verlaat,33,2,1,8,-,-,2.869',,
170646,ludwig-augustinsson,27,-,1,4,-,-,1.296',,
195676,ole-kauper,23,1,2,8,-,-,1.619',,
236986,thore-jacobsen,9,1,1,3,-,-,674',,
111039,ishak-belfodil,30,6,3,2,-,-,1.914',,
264429,yuning-zhang,30,19,5,2,-,-,2.637',,
225657,philipp-lienhart,38,5,-,3,-,-,3.408',,
284035,chima-okoroji,34,1,6,2,-,-,2.796',,
192167,mohamed-drager,23,4,7,4,-,-,1.964',,
227087,patrick-kammerbauer,33,-,4,4,-,-,1.954',,
82461,yoric-ravet,25,5,3,2,-,-,1.727',,
248999,lucas-holer,40,7,9,3,-,-,3.029',,
324760,kilian-jakob,16,1,-,2,-,-,491',,
392131,simon-asta,16,-,1,1,-,-,1.004',,
327402,efkan-bekiroglu,36,3,2,4,-,-,1.637',,
333464,romario-rosch,33,4,4,8,-,-,2.406',,
279009,marco-richter,33,6,2,6,-,-,1.809',,
377387,sergio-cordova,49,11,1,4,-,-,2.750',,
405568,maurice-malone,21,2,-,2,-,-,703',,
251299,finn-dahmen,2,-,,-,-,-,180',3,-
229005,abdou-diallo,16,-,1,2,-,-,1.222',,
327251,ridle-baku,41,5,5,5,-,-,2.953',,
4672,nigel-de-jong,,,,,,,,,
197126,kenan-kodro,30,16,6,4,-,-,2.315',,
333901,marlon-sundermann,13,-,,-,-,-,1.170',15,4
179895,josip-elez,37,2,1,2,-,-,3.150',,
236981,timo-hubers,24,1,-,8,-,-,2.162',,
85822,florian-hubner,9,-,-,2,-,-,553',,
53602,marvin-bakalorz,28,-,-,6,-,1,1.716',,
126285,sebastian-maier,8,-,1,1,-,-,280',,
335103,linton-maina,30,6,2,2,-,-,1.841',,
237164,ihlas-bebou,29,7,3,-,-,-,2.196',,
75489,niclas-fullkrug,34,19,8,3,-,-,2.588',,
58345,jonathas,23,8,4,2,1,-,1.238',,
370844,brady-scott,9,-,,-,-,-,810',7,5
286779,jorge-mere,19,-,-,4,-,-,1.247',,
415642,joao-queiros,6,-,-,2,1,-,403',,
441986,yann-bisseck,33,1,-,4,-,-,2.364',,
217285,filip-kusic,23,-,-,4,-,-,1.711',,
284177,tim-handwerker,36,1,4,1,-,-,3.251',,
375137,ismail-jakobs,39,-,2,2,-,-,1.636',,
290551,vincent-koziello,17,-,-,4,1,-,420',,
400546,nikolas-nartey,9,-,-,1,-,-,467',,
240889,anas-ouahim,17,-,1,4,-,1,1.014',,
272278,chris-fuhrich,26,3,2,3,-,-,1.806',,
348214,kevin-goden,28,4,1,2,-,-,860',,
228975,julian-pollersbeck,9,-,,-,-,-,704',10,3
354340,rick-van-drongelen,10,-,-,2,-,-,492',,
94210,bjarne-thoelke,6,-,-,-,-,-,145',,
327536,stephan-ambrosius,-,-,-,-,-,-,-,,
342141,young-jae-seo,16,-,1,1,-,-,1.114',,
448258,josha-vagnoman,17,2,2,-,-,-,878',,
148209,matti-steinmann,17,-,-,2,-,-,962',,
9354,sejad-salihovic,,,,,,,,,
381248,tatsuya-ito,23,5,4,1,-,-,1.020',,
343337,fiete-arp,26,3,2,4,-,-,960',,
284737,torles-knoll,20,2,1,1,-,-,863',,
424204,alphonso-davies,31,-,6,3,-,-,2.367',,
356640,paul-will,26,2,-,2,-,-,1.184',,
297583,woo-yeong-jeong,37,5,2,1,-,-,2.087',,
