id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
707245,jules-raux,21,-,,-,-,-,1.890',32,5
798894,maxime-wackers,23,2,-,4,-,-,1.998',,
923831,leny-yoro,23,-,-,1,-,-,1.686',,
362108,gabriel-gudmundsson,39,1,-,4,-,-,1.985',,
707231,simon-ramet,21,-,-,-,-,-,1.576',,
485706,amadou-onana,42,3,1,2,-,1,1.771',,
707230,ugo-raghouber,22,1,2,8,-,-,1.637',,
973085,carlos-baleba,9,1,-,1,-,-,768',,
538972,exauce-mpembele-boula,27,8,7,3,-,-,2.233',,
666545,capita,20,6,3,4,-,1,1.216',,
854488,joffrey-bazie,8,1,-,3,1,-,695',,
496857,edon-zhegrova,29,6,7,1,1,-,1.283',,
576033,dogan-alemdar,16,-,,1,-,-,1.440',18,5
919515,jeanuel-belocian,13,-,-,2,-,-,1.047',,
620321,noah-francoise,23,3,1,6,-,-,2.070',,
387106,lovro-majer,49,11,13,1,-,-,3.238',,
711988,tresor-matondo,22,-,3,1,-,-,1.929',,
914562,desire-doue,13,1,1,1,-,-,891',,
746695,kamaldeen-sulemana,28,5,3,4,-,-,1.424',,
607226,loum-tchaouna,21,6,3,2,-,-,839',,
585958,junior-kadile,18,5,1,4,-,-,1.098',,
801734,mathys-tel,18,9,-,-,-,-,794',,
347913,luan-peres,50,-,3,9,-,-,4.034',,
922488,yakine-said-mmadi,16,1,-,4,1,-,1.409',,
743494,amay-caprice,22,1,1,1,-,-,1.874',,
782889,tom-moustier,7,-,-,1,-,-,503',,
659520,bilal-nadir,18,-,1,3,-,-,1.539',,
466809,konrad-de-la-fuente,23,1,3,1,-,-,1.077',,
800611,jonathan-pitou,13,-,-,1,-,-,756',,
127048,cedric-bakambu,21,4,1,2,-,-,765',,
881250,aylan-benyahia-tani,10,-,1,-,-,-,512',,
904707,yannis-nahounou,12,-,-,4,-,1,1.024',,
370791,pablo-rosario,41,-,2,7,-,-,2.970',,
904712,justin-smith,17,-,-,2,-,-,1.445',,
409344,calvin-stengs,26,1,1,2,-,-,1.250',,
543051,billal-brahimi,25,-,2,1,-,-,875',,
572326,christopher-wooh,21,2,2,4,-,-,1.680',,
332560,deiver-machado,22,-,1,1,-,-,513',,
911512,malcom-musquet,16,1,1,3,-,-,1.296',,
620317,brayann-pereira,19,-,-,3,-,1,1.472',,
308439,patrick-berg,42,5,5,1,-,-,2.656',,
89461,samba-sow,10,-,1,3,-,1,725',,
821136,yacouba-barry,21,-,-,6,1,-,1.513',,
905408,mamadou-camara,13,1,-,3,-,-,868',,
239743,przemyslaw-frankowski,40,6,5,5,-,-,2.609',,
800246,mohamed-cisse,20,1,-,1,-,-,956',,
804884,ibrahima-balde,20,4,-,3,-,-,1.051',,
5578,nicolas-penneteau,-,-,,-,-,-,-,-,-
805908,bradley-locko,28,1,1,5,-,-,1.362',,
919173,ibrahim-diakite,28,-,1,3,-,-,2.359',,
315145,azor-matusiwa,33,1,1,7,1,-,2.828',,
926235,samuel-koeberle,21,1,1,2,-,-,1.511',,
468066,jens-cajuste,19,2,-,2,-,-,816',,
814976,martin-adeline,24,2,1,6,-,-,1.427',,
739769,ilan-kebbal,34,1,4,2,-,-,1.928',,
671594,kamory-doumbia,24,10,4,2,-,-,1.727',,
393239,mitchell-van-bergen,25,1,2,1,-,-,1.381',,
659517,noa-cervantes,15,7,2,2,-,-,1.246',,
798927,ndri-koffi,20,5,2,2,-,-,937',,
549815,thuler,28,-,-,4,1,-,1.606',,
913660,redouane-halhal,17,-,-,1,-,-,1.370',,
842338,enzo-tchato,20,-,2,1,-,-,1.800',,
913674,marius-ros,24,2,5,3,-,-,1.979',,
484743,gabriel-bares,25,-,1,4,-,-,1.161',,
650350,leo-leroy,28,2,-,4,-,-,974',,
704156,nicholas-gioacchini,46,3,4,1,-,-,1.331',,
876034,yanis-guermouche,17,4,3,3,-,-,1.123',,
855043,ryan-bakayoko,25,9,2,3,-,-,1.672',,
667991,alaa-bellaarouch,17,-,,4,-,-,1.442',20,4
786436,ismael-doukoure,14,1,-,2,-,-,852',,
962560,kanfory-kaba,23,1,-,6,-,-,2.002',,
385817,karol-fila,17,-,-,3,-,-,620',,
628835,dany-jean,18,3,3,1,-,-,980',,
876631,habib-diarra,13,2,-,2,-,-,917',,
891379,nordine-kandil,9,1,2,1,-,-,418',,
918157,aymeric-ahmed,18,2,1,-,-,-,1.231',,
991487,abdoul-ouattara,9,2,1,-,-,-,644',,
27389,kevin-gameiro,37,11,4,-,-,-,2.557',,
540643,tidiane-malbec,8,-,,-,-,-,720',9,2
970278,guerric-bernou,4,-,,-,-,-,360',8,1
377468,anel-ahmedhodzic,27,-,1,11,-,1,2.393',,
230140,stian-gregersen,27,1,1,8,-,-,2.226',,
596901,abdeldjalil-medioub,11,1,-,-,-,-,710',,
709729,tijany-atallah,11,-,-,-,-,-,985',,
1011200,junior-mwanga,22,5,-,3,-,-,1.978',,
970364,yael-mouanga,3,-,-,-,-,-,270',,
397171,gideon-mensah,23,-,2,1,-,1,1.198',,
314944,ricardo-mangas,31,3,2,2,-,-,2.494',,
592398,aissa-boudechicha,10,-,-,-,-,-,420',,
970279,jacques-ekomie,23,-,-,-,-,-,1.997',,
926766,johaneko-louis-jean,12,-,-,2,-,-,974',,
861248,mohamed-aggoun,21,-,-,1,-,1,1.581',,
540693,emeric-depussay,23,2,1,4,-,1,2.025',,
111828,fransergio,30,1,2,10,-,-,1.526',,
376082,danylo-ignatenko,26,3,3,8,-,1,1.750',,
970280,rudy-orea,16,-,-,1,-,-,476',,
540656,johab-pascal,20,1,-,-,-,-,1.604',,
842764,moudja-sie-ouattara,22,5,2,2,-,-,1.489',,
281319,alberth-elis,21,9,1,2,-,-,1.492',,
575610,thibault-klidje,16,7,-,-,-,-,983',,
822116,yannis-mbemba,22,1,-,2,-,-,1.803',,
650582,robin-voisine,23,2,1,6,-,-,1.873',,
830265,lohann-doucet,21,-,-,2,-,1,1.402',,
855158,mohamed-achi,25,3,6,-,-,-,2.122',,
773795,gor-manvelyan,19,1,3,-,-,-,1.195',,
548650,osman-bukari,26,2,4,1,-,-,1.042',,
857653,lucas-calodat,11,1,-,-,-,-,501',,
562463,lucas-llort,13,-,-,4,-,-,982',,
364857,falaye-sacko,28,1,1,4,-,-,2.064',,
855607,bryan-nokoue,24,-,-,5,-,-,2.020',,
904662,louis-mouton,23,2,1,5,-,-,1.820',,
808477,ahmed-sidibe,12,-,-,3,-,-,900',,
947069,el-hadji-dieye,24,4,5,7,-,-,1.565',,
402079,ignacio-ramirez,40,8,1,2,-,-,1.269',,
124884,marco-bizot,38,-,,1,-,-,3.420',57,7
525155,gregoire-coudert,18,-,,1,-,-,1.620',26,5
796913,noe-sow,19,2,1,4,-,-,1.710',,
131827,jere-uronen,18,1,-,-,-,-,1.029',,
924800,axel-camblan,24,12,6,1,-,-,1.839',,
780147,rafiki-said,21,2,-,3,-,-,547',,
649035,youssouph-badji,23,1,1,-,-,-,895',,
520530,fali-cande,29,1,5,7,-,-,2.500',,
806310,amadou-salif-mbengue,24,-,-,5,-,-,1.684',,
855309,noah-zilliox,17,-,1,4,-,-,1.493',,
628834,danley-jean-jacques,15,-,-,-,-,-,1.274',,
815359,lenny-joseph,20,8,-,4,-,-,1.186',,
442320,didier-lamkel-ze,20,7,3,5,-,-,1.608',,
461790,louis-mafouta,35,12,4,3,-,-,2.001',,
768439,daylam-meddah,13,1,-,3,-,-,1.037',,
807687,ali-kalla,10,-,-,3,-,-,854',,
807688,yassin-belkhdim,22,1,2,7,-,-,1.833',,
829873,matteo-corduan,14,1,-,-,-,-,1.076',,
261963,marin-jakolis,32,11,5,4,-,-,2.142',,
807689,frank-magri,27,8,3,6,-,-,1.884',,
855160,guede-nadje,17,3,-,4,-,-,1.085',,
193256,gauthier-gallon,31,-,,2,-,-,2.790',45,8
125350,sebastien-renot,1,-,,-,-,-,90',2,-
991649,eric-njo,10,-,-,3,-,-,816',,
917120,tanguy-zoukrou,12,-,-,1,-,-,740',,
815346,nathan-gassama,14,2,1,3,-,-,1.260',,
917101,rudy-kohon,13,2,-,1,-,-,1.117',,
976271,lassine-soumaoro,5,1,-,1,-,-,317',,
337798,abdu-conte,37,-,2,4,-,-,3.053',,
982864,mathis-hamdi,13,-,-,3,1,-,960',,
649452,issa-kabore,32,-,2,8,1,1,2.312',,
485959,benrandy-abdallah,,,,,,,,,
972473,anas-namri,16,1,3,8,-,-,1.440',,
972479,bachir-diop,14,2,-,2,-,-,1.016',,
212804,florian-tardieu,30,4,2,6,-,-,2.631',,
859396,metinho,8,2,1,1,-,-,599',,
486814,filip-krastev,21,4,5,4,-,-,1.556',,
917104,derek-mazou-sacko,19,-,-,4,-,-,1.449',,
485962,calvin-bombo,4,-,-,3,-,-,317',,
804708,brandon-domingues,18,2,-,-,-,-,882',,
282734,gerson-rodrigues,20,4,2,9,-,-,1.416',,
857154,alexis-lefebvre,12,7,2,2,-,-,740',,
339943,ike-ugbo,39,11,-,1,-,-,1.731',,
68718,yoann-touzghar,29,4,-,-,-,-,1.503',,
730126,mykola-kukharevych,9,-,-,-,-,-,291',,
857148,mamadou-camara,22,7,-,5,-,-,1.591',,
460245,moritz-jenz,20,1,-,4,1,-,1.653',,
807165,bamo-meite,21,-,-,4,2,-,1.808',,
648886,samuel-loric,11,-,-,-,-,-,942',,
391720,igor-silva,28,-,-,3,-,-,1.570',,
562175,ronny-labonne,26,1,9,2,-,-,2.303',,
333383,bonke-innocent,26,-,1,8,1,-,1.841',,
804548,baptiste-mouazan,23,2,-,1,-,-,1.687',,
766412,theo-le-bris,22,2,3,2,-,-,1.522',,
804547,redwan-bourles,21,6,2,2,-,-,1.450',,
490223,ibrahima-kone,16,5,1,2,-,-,725',,
704270,sambou-soumano,33,16,-,2,-,-,1.260',,
810411,pablo-pagis,23,10,2,2,-,2,1.855',,
594993,ouparine-djoco,26,-,,1,-,-,2.293',38,6
379869,arthur-desmas,17,-,,-,-,-,1.483',35,4
618463,lucas-margueron,17,-,,-,-,-,1.530',30,1
198709,cedric-hountondji,23,1,-,2,-,-,2.035',,
798404,alidu-seidu,25,-,1,6,1,1,1.769',,
91473,florent-ogier,30,1,-,6,-,-,2.434',,
170487,josue-albert,5,-,-,-,-,-,222',,
912601,baptiste-boit,21,2,-,5,-,-,1.890',,
203761,vital-nsimba,35,1,4,4,-,-,2.834',,
422715,arial-mendy,22,-,-,3,-,-,1.106',,
590629,julien-boyer,12,-,-,2,-,-,711',,
327863,akim-zedadka,39,-,3,5,-,-,3.408',,
170459,jerome-phojo,4,-,-,-,-,-,234',,
942083,karim-mohamed,15,1,1,2,-,-,1.008',,
969154,oliver-kamdem,14,-,1,4,-,-,963',,
688707,salis-abdul-samed,31,1,-,10,1,1,2.468',,
594997,yohann-magnin,29,1,1,2,-,-,2.050',,
282721,uri-busquets,12,-,-,1,-,-,419',,
159907,jonathan-iglesias,34,2,-,3,-,-,1.978',,
668503,nael-jaby,14,-,3,2,1,-,1.188',,
837093,fred-gnalega,12,-,-,-,-,-,669',,
1020544,yuliwes-bellache,22,5,5,2,-,-,1.784',,
646733,jim-allevinah,30,1,3,1,-,-,1.481',,
306191,jason-berthomier,29,1,5,-,-,-,1.745',,
860056,aiman-maurer,14,4,1,1,-,-,972',,
149579,elbasan-rashani,31,8,3,3,-,-,1.884',,
806496,yadaly-diaby,18,4,2,1,-,1,1.170',,
221151,jodel-dossou,37,3,1,3,-,-,2.133',,
503518,aboubakar-sidibe,13,1,-,-,-,-,820',,
594991,mohamed-bayo,32,14,5,1,-,-,2.422',,
657635,bryan-teixeira,24,3,7,3,-,-,1.450',,
969153,mathis-clairicia,22,8,2,2,-,-,1.654',,
74857,marc-andre-ter-stegen,49,-,,3,-,-,4.470',57,15
65263,jordi-masip,24,-,,-,-,-,2.160',20,11
18944,gerard-pique,40,3,-,11,1,-,3.101',,
69751,jordi-alba,44,3,12,14,-,-,3.893',,
5404,jeremy-mathieu,,,,,,,,,
34495,adriano,,,,,,,,,
85370,sergi-roberto,12,2,1,1,-,-,567',,
58426,douglas,,,,,,,,,
65230,sergio-busquets,51,3,1,14,-,-,4.420',,
19981,javier-mascherano,,,,,,,,,
181112,sergi-samper,7,-,-,1,-,-,419',,
268670,gerard-gumbau,37,-,6,8,-,1,2.309',,
32467,ivan-rakitic,46,7,7,6,-,-,2.935',,
7600,andres-iniesta,27,3,3,1,-,-,1.628',,
256120,wilfrid-kaptoum,22,1,-,3,-,-,1.085',,
284854,carles-alena,33,1,2,6,-,1,2.339',,
162039,juan-camara,22,5,3,-,1,-,1.539',,
21369,arda-turan,12,-,1,1,-,-,297',,
223725,munir-el-haddadi,25,3,-,3,-,-,1.052',,
88490,aleix-vidal,34,2,-,11,-,-,2.083',,
323740,aitor-cantalapiedra,37,9,10,4,-,-,2.546',,
44352,luis-suarez,61,21,6,11,-,-,3.530',,
271451,dani-romera,24,8,2,4,-,-,1.689',,
246335,ruben-yanez,2,-,,-,-,-,180',6,-
208512,alex-craninx,-,-,,-,-,-,-,-,-
14132,pepe,33,1,2,10,-,1,2.732',,
58884,nacho-fernandez,42,3,-,9,-,-,2.540',,
44501,marcelo,18,-,2,-,-,1,811',,
138927,daniel-carvajal,36,1,4,4,-,-,2.598',,
221316,lucas-vazquez,41,3,-,4,-,-,2.513',,
290273,alvaro-tejero,36,3,7,8,1,-,2.740',,
16306,casemiro,48,1,4,16,-,-,3.928',,
31909,toni-kroos,45,3,3,6,-,-,3.397',,
27992,luka-modric,45,3,12,7,-,-,3.435',,
282411,marcos-llorente,40,-,3,8,-,-,3.247',,
85288,isco,17,2,1,1,-,-,407',,
98322,denis-cheryshev,20,1,2,1,-,-,698',,
282410,jose-carlos-lazo,33,5,2,3,-,-,1.313',,
18922,karim-benzema,46,44,15,1,-,-,3.919',,
121483,jan-oblak,51,-,,2,-,-,4.590',57,16
26065,miguel-angel-moya,,,,,,,,,
250845,jose-maria-gimenez,33,1,1,8,-,1,2.766',,
107010,stefan-savic,33,-,-,13,-,-,2.891',,
281990,nacho-monsalve,12,2,-,2,-,1,766',,
21725,filipe-luis,40,1,-,3,-,-,2.928',,
44373,guilherme-siqueira,,,,,,,,,
16635,juanfran-torres,,,,,,,,,
356546,borja-gonzalez,39,2,5,3,-,-,3.385',,
240900,matias-kranevitter,35,1,-,2,-,-,1.984',,
74229,koke,43,1,3,7,-,-,3.359',,
214775,oliver-torres,38,2,4,3,-,-,1.664',,
22969,gabi,,,,,,,,,
39151,augusto-fernandez,,,,,,,,,
8538,tiago-mendes,,,,,,,,,
140776,yannick-carrasco,44,6,7,5,-,1,3.321',,
266807,angel-correa,49,13,6,5,-,1,2.421',,
268383,samuel-villa,,,,,,,,,
125781,antoine-griezmann,39,8,7,3,-,1,2.519',,
74418,jackson-martinez,,,,,,,,,
34601,raul-garcia,42,7,3,4,-,-,2.235',,
7767,fernando-torres,,,,,,,,,
255888,roberto-nunez,15,-,-,2,-,2,438',,
42373,diego-alves,8,-,,-,-,-,695',13,1
227805,jaume-domenech,9,-,,2,-,-,822',7,4
58115,yoel-rodriguez,18,-,,2,-,-,1.620',19,6
159142,aderllan-santos,36,5,1,10,1,1,3.092',,
257851,ruben-vezo,32,-,1,4,-,-,2.419',,
342887,ibrahim-diallo,,,,,,,,,
221322,jose-gaya,31,2,5,7,1,1,2.426',,
320271,toni-lato,16,-,1,5,-,-,696',,
162036,diego-caballo,31,1,2,2,-,-,2.472',,
56066,enzo-perez,41,-,1,12,-,-,3.118',,
56134,javi-fuego,,,,,,,,,
59561,dani-parejo,46,3,13,5,-,-,3.793',,
198529,wilfried-zahibo,5,-,-,-,-,-,105',,
320466,tropi,19,1,4,1,-,-,829',,
372246,carlos-soler,38,12,5,5,-,-,3.022',,
311680,fran-villalba,42,4,5,9,-,-,3.420',,
56067,pablo-piatti,33,3,-,4,-,-,1.352',,
203378,zakaria-bakkali,,,,,,,,,
320259,sito,31,2,3,4,-,-,2.109',,
336731,nacho-gil,28,1,-,1,-,1,1.352',,
250358,iban-salvador,14,-,2,7,1,-,708',,
255653,santi-mina,37,9,5,4,-,-,2.679',,
35242,beto,16,-,,4,-,1,1.440',27,1
226012,david-soria,38,-,,4,-,-,3.415',41,14
37712,daniel-carrico,6,-,-,-,-,-,217',,
41281,nicolas-pareja,,,,,,,,,
349836,diego-gonzalez,31,-,-,4,-,1,2.057',,
43264,benoit-tremoulinas,,,,,,,,,
93935,sergio-escudero,29,2,1,6,-,-,1.546',,
268957,jose-matos,34,-,1,6,-,-,2.522',,
54155,mariano,44,-,5,9,-,-,3.176',,
251846,david-carmona,30,1,4,2,-,-,2.288',,
207922,luismi-sanchez,33,1,-,8,-,-,2.346',,
18006,michael-krohn-dehli,,,,,,,,,
199330,antonio-cotan,29,1,-,11,-,-,1.885',,
268949,borja-lasso,,,,,,,,,
282371,ivi-lopez,45,22,13,2,-,-,3.435',,
67082,vitolo,7,-,-,-,-,-,216',,
7717,jose-antonio-reyes,,,,,,,,,
208116,curro-sanchez,37,2,3,4,-,-,1.328',,
268958,juan-munoz,32,4,3,1,-,-,1.195',,
216464,carlos-fernandez,,,,,,,,,
71570,iago-herrerin,13,-,,-,-,-,1.170',24,2
7874,gorka-iraizoz,,,,,,,,,
212862,alex-remiro,42,-,,1,-,-,3.780',40,22
71559,xabi-etxeita,21,1,-,6,1,-,1.415',,
255488,yeray-alvarez,27,1,-,7,-,-,2.266',,
7631,carlos-gurpegui,,,,,,,,,
85372,enric-saborit,41,3,-,5,-,-,3.307',,
85258,mikel-balenziaga,31,-,-,2,-,-,2.217',,
96718,oscar-de-marcos,26,1,2,6,-,-,2.060',,
89313,eneko-boveda,29,-,-,2,-,-,2.185',,
255501,inigo-lekue,29,-,2,3,-,-,2.183',,
52469,mikel-san-jose,28,1,-,4,-,-,1.740',,
71571,ander-iturraspe,,,,,,,,,
47647,gorka-elustondo,,,,,,,,,
40888,benat-etxebarria,,,,,,,,,
51474,mikel-rico,32,-,2,5,-,-,1.686',,
156814,javi-eraso,15,1,-,-,-,-,698',,
54235,iker-muniain,41,6,13,4,-,-,3.364',,
158057,ager-aketxe,26,1,3,1,-,-,651',,
127837,ibai-gomez,4,-,-,-,-,-,69',,
255508,inaki-williams,44,8,6,6,-,-,3.291',,
54245,markel-susaeta,,,,,,,,,
29124,aritz-aduriz,,,,,,,,,
192736,sabin-merino,33,2,1,4,-,-,1.634',,
51532,kike-sola,,,,,,,,,
61344,borja-viguera,26,1,-,4,-,-,564',,
51710,sergio-asenjo,8,-,,1,-,-,750',10,1
30749,mariano-barbosa,,,,,,,,,
73250,mario-gaspar,18,-,-,2,-,-,957',,
62920,victor-ruiz,23,-,1,2,-,-,1.791',,
5856,daniele-bonera,,,,,,,,,
165008,pablo-iniguez,31,-,-,5,-,-,2.664',,
65318,jaume-costa,28,-,5,6,-,1,2.056',,
44317,bojan-jokic,29,-,2,7,2,-,2.375',,
295414,adrian-marin,33,4,2,4,-,-,2.684',,
356197,alfonso-pedraza,41,4,7,3,-,-,2.369',,
27924,antonio-rukavina,4,-,-,-,-,-,390',,
399775,miguel-llambrich,4,-,-,-,-,-,250',,
44412,bruno-soriano,,,,,,,,,
188854,manu-trigueros,47,8,4,3,-,-,2.748',,
60445,jonathan-dos-santos,15,-,2,2,1,-,474',,
139895,tomas-pina,46,2,-,8,-,-,2.883',,
263843,matias-nahuel,4,-,-,2,-,-,89',,
208890,samu-garcia,,,,,,,,,
34870,roberto-soldado,20,6,2,7,1,1,823',,
221899,leo-baptistao,30,7,2,3,-,1,1.537',,
45383,adrian-lopez,2,-,-,-,-,-,35',,
8176,oier-olazabal,2,-,,-,-,-,134',1,1
229798,ander-bardaji,-,-,,-,-,-,-,-,-
158863,inigo-martinez,34,4,-,10,1,1,3.003',,
131090,diego-reyes,29,1,-,6,-,-,2.316',,
35560,mikel-gonzalez,14,-,-,1,-,-,1.085',,
229804,aritz-elustondo,40,4,1,5,-,1,2.922',,
142419,raul-navas,37,-,1,6,-,1,3.085',,
37892,ion-ansotegi,,,,,,,,,
355628,igor-zubeldia,34,-,2,9,-,-,2.218',,
73319,alberto-de-la-bella,17,-,1,2,-,-,1.280',,
221986,hector-hernandez,33,-,5,6,-,-,2.789',,
197135,joseba-zaldua,35,-,3,8,-,-,2.009',,
58074,carlos-martinez,,,,,,,,,
59344,asier-illarramendi,10,-,-,1,-,-,417',,
51426,markel-bergara,,,,,,,,,
15693,xabi-prieto,,,,,,,,,
44065,esteban-granero,,,,,,,,,
59375,david-zurutuza,,,,,,,,,
66106,sergio-canales,48,8,12,7,-,-,3.766',,
289241,eneko-capilla,16,1,1,1,-,-,622',,
28171,chory-castro,37,3,4,2,-,1,2.176',,
351478,mikel-oyarzabal,33,15,4,1,-,1,2.548',,
229812,alain-oyarzun,35,4,6,7,-,-,1.884',,
35773,carlos-vela,39,12,13,4,-,-,2.704',,
37501,imanol-agirretxe,,,,,,,,,
289236,jon-bautista,27,3,1,4,-,-,1.320',,
45912,sergio-alvarez,,,,,,,,,
199321,ruben-blanco,2,-,,1,-,-,210',1,1
223781,nestor-diaz,,,,,,,,,
65237,andreu-fontas,32,2,-,7,-,1,2.818',,
92947,sergi-gomez,35,2,2,2,-,1,2.986',,
30677,gustavo-cabral,37,3,-,7,-,-,3.203',,
278357,david-goldar,38,7,1,7,-,-,3.349',,
373683,diego-alende,36,-,-,9,-,-,2.901',,
66099,carles-planas,,,,,,,,,
119905,hugo-mallo,23,1,1,3,2,-,1.979',,
168959,nemanja-radoja,20,-,-,3,-,-,1.285',,
63463,daniel-wass,22,1,1,7,-,-,1.828',,
91763,pablo-hernandez,25,5,3,5,-,1,2.169',,
271988,borja-fernandez,38,1,1,4,-,-,2.358',,
21297,levy-madinda,,,,,,,,,
161267,josep-sene,39,4,-,5,-,-,3.001',,
291247,dejan-drazic,40,9,6,3,-,-,1.858',,
60890,fabian-orellana,24,-,1,2,-,1,1.040',,
280701,theo-bongonda,43,13,5,3,-,-,2.794',,
72047,iago-aspas,38,18,6,8,-,-,3.118',,
98596,john-guidetti,26,6,3,5,1,-,1.306',,
278359,borja-iglesias,51,19,1,5,-,-,2.775',,
7914,carlos-kameni,,,,,,,,,
29559,guillermo-ochoa,37,-,,1,-,-,3.330',36,17
284430,aaron-escandell,6,-,,1,-,1,463',7,2
77026,raul-albentosa,15,3,1,5,1,-,1.291',,
285322,federico-ricca,19,1,1,2,-,-,857',,
22550,weligton,,,,,,,,,
27448,marcos-angeleri,,,,,,,,,
53350,egor-filipenko,16,1,-,1,-,-,1.259',,
109008,flavio-ferreira,,,,,,,,,
126625,juankar,37,2,3,6,-,1,3.175',,
13038,arthur-boka,,,,,,,,,
49500,roberto-rosales,28,1,3,5,-,-,2.153',,
45305,miguel-torres,,,,,,,,,
35871,fernando-tissone,28,1,-,6,-,1,1.824',,
150948,recio,22,1,-,5,-,-,1.422',,
7782,duda,,,,,,,,,
256680,juanpi,16,4,4,6,-,-,1.303',,
114130,fabio-espinho,28,7,5,6,-,-,1.660',,
261927,ricardo-horta,49,23,10,6,-,-,4.316',,
185570,adnane-tighadouini,,,,,,,,,
298983,javi-ontiveros,21,2,5,7,-,-,1.340',,
175836,miguel-cifuentes,28,1,3,4,-,-,1.956',,
154059,charles,31,19,-,5,-,1,2.372',,
44027,ikechukwu-uche,,,,,,,,,
215,roque-santa-cruz,43,14,4,2,-,-,3.086',,
57522,andres-fernandez,42,-,,2,-,-,3.780',44,17
91885,jesus-fernandez,9,-,,1,-,-,791',11,5
44227,ivan-kelava,28,-,,4,-,-,2.520',29,8
165467,stole-dimitrievski,33,-,,1,-,-,2.951',39,10
45256,jean-sylvain-babin,32,1,-,5,-,-,2.775',,
63723,david-lomban,21,1,-,3,-,-,1.708',,
58070,diego-mainz,,,,,,,,,
9819,ricardo-costa,,,,,,,,,
162063,salva-ruiz,33,3,4,5,-,-,2.626',,
59248,miguel-lopes,11,-,-,4,-,-,725',,
113045,ruben-perez,40,-,-,9,-,-,3.234',,
262689,uche-agbo,34,1,2,4,-,-,2.203',,
63689,fran-rico,,,,,,,,,
72315,javi-marquez,,,,,,,,,
262554,clifford-aboagye,1,-,-,-,-,-,15',,
58076,piti,,,,,,,,,
176285,isaac-cuenca,,,,,,,,,
67548,ruben-rochina,15,1,3,3,-,-,739',,
242532,rober-ibanez,21,1,1,1,-,-,835',,
133794,edgar-mendez,33,1,1,7,-,-,1.658',,
96533,youssef-el-arabi,51,23,4,3,-,-,2.922',,
185593,nicolas-lopez,32,11,4,4,-,1,1.887',,
20346,david-barral,30,9,-,8,1,1,1.884',,
238032,andres-prieto,19,-,,-,-,-,1.695',19,8
186862,enzo-roco,32,1,-,10,-,-,2.691',,
71548,anaitz-arbilla,26,-,-,5,-,-,1.909',,
175323,oscar-duarte,25,2,-,5,-,-,1.941',,
278296,antonio-raillo,17,2,1,8,-,-,1.530',,
262391,lluis-lopez,33,-,-,4,-,-,2.231',,
85320,cristian-galas,25,-,1,7,-,-,1.879',,
99355,victor-alvarez,,,,,,,,,
177046,ruben-duarte,34,-,5,11,1,-,2.630',,
126252,juan-rafael-fuentes,,,,,,,,,
72310,javi-lopez,28,2,3,6,1,-,2.526',,
223890,rober-correa,33,-,4,2,-,-,2.236',,
69609,jose-alberto-canas,28,2,-,4,-,-,1.995',,
39907,pape-diop,27,-,-,4,-,-,1.730',,
63290,victor-sanchez,7,-,-,3,-,-,258',,
58799,salva-sevilla,32,5,4,2,-,-,1.679',,
65243,abraham-gonzalez,34,2,-,4,-,-,2.176',,
263727,joan-jordan,49,1,1,11,1,-,3.313',,
296622,marco-asensio,42,12,2,2,-,-,2.136',,
40442,paco-montanes,,,,,,,,,
246277,burgui,-,-,-,-,-,-,-,,
73636,hernan-perez,10,-,-,2,-,-,526',,
247909,rufo,20,1,3,3,-,-,1.192',,
177467,gerard-moreno,27,13,6,3,-,-,1.910',,
166683,mamadou-sylla,30,2,-,3,-,-,904',,
288228,adrian-dalmau,22,2,-,1,-,-,891',,
19979,german-lux,,,,,,,,,
14937,stipe-pletikosa,,,,,,,,,
53293,manu-fernandez,,,,,,,,,
165004,david-gomez,,,,,,,,,
27374,sidnei,7,-,1,2,-,-,482',,
137174,alejandro-arribas,22,1,-,1,-,-,1.529',,
7881,alberto-lopo,,,,,,,,,
387129,rober-pier,29,1,2,4,1,-,2.219',,
56777,luisinho,9,-,-,2,-,-,374',,
7593,fernando-navarro,,,,,,,,,
249471,saul-garcia,2,-,-,-,-,-,93',,
64411,juanfran-moreno,42,-,2,1,-,1,3.420',,
57876,laure,30,-,2,7,-,1,2.422',,
7492,manuel-pablo,,,,,,,,,
72189,alex-bergantinos,36,1,2,3,-,-,2.847',,
72195,juan-dominguez,29,1,-,6,-,-,2.475',,
44069,pedro-mosquera,33,-,-,1,-,-,2.140',,
81532,celso-borges,22,2,6,2,-,-,1.540',,
30666,haris-medunjanin,22,-,1,2,-,-,622',,
26443,jonas-gutierrez,,,,,,,,,
7983,cani,,,,,,,,,
348425,miguel-cardoso,34,7,3,3,-,-,1.621',,
242548,fede-cartabia,17,9,4,2,-,-,1.203',,
413502,oscar-pinchi,18,-,1,3,-,-,678',,
280795,jonathan-rodriguez,23,4,-,3,-,-,1.287',,
71671,oriol-riera,,,,,,,,,
89618,xabi-irureta,2,-,,-,-,-,180',1,1
23338,asier-riesgo,21,-,,2,-,-,1.868',18,8
51504,jaime-jimenez,,,,,,,,,
248870,jorge-mediavilla,-,-,,-,-,-,-,-,-
55240,mauro-dos-santos,15,-,-,6,1,-,1.349',,
167093,aleksandar-pantic,11,-,-,4,1,1,957',,
26066,ivan-ramis,,,,,,,,,
89318,borja-ekiza,3,-,-,1,1,-,261',,
